Facility_Name,lat,long,level_0,State,City,Primary Restriction,Other Requirement 1,Other Requirement 2,Other Requirement 3,Other Requirement 4,Color Coding,num_max_books,only_paperback,condition_good_used_okay,bundle,has_no_restrictions,condition_new,needs_prior_approval,hardcover_okay,accept_books,Number_of_books_accepted
Luster Heights,43.145426,-91.184565,425,Iowa,Harper's Ferry,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Iowa Correctional - Women,41.686692,-92.06551,426,Iowa,Mitchellville,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Mt. Pleasant Correctional ,32.904764,-79.789035,427,Iowa,Mt Pleasant,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Newton Correctional ,41.62778,-93.056472,428,Iowa,Newton,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
North Central Correctional ,39.986877,-75.164898,430,Iowa,Rockwell City,,,,From block captain,DNS 6-1-21 mike,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
El Dorado Correctional Facility,37.80421,-96.81635,431,Kansas,El Dorado,,,,,,,9999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,No limit on books,No limit on books
Ellsworth,41.02422,-80.85731,432,Kansas,Ellsworth,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Lyon County Jail,38.402928,-96.179271,433,Kansas,Emporia,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
US Disciplinary Barracks (USDB),39.378622,-94.937279,435,Kansas,Fort Leavenworth,"Must Verify By Phone Call, No Database",,,,,"must verify by phone call, no database",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Accept limited books,4
Hutchinson,44.886143,-94.377037,436,Kansas,Hutchinson ,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Reno County Jail,38.0539,-97.93679,437,Kansas,Hutchinson ,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
MCJ,11.233948,-72.493051,438,Kansas,Independence,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
MCJ,11.233948,-72.493051,979,Pennsylvania,Smethport,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
MCJ,36.42651,-81.50177,438,Kansas,Independence,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
MCJ,36.42651,-81.50177,979,Pennsylvania,Smethport,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Lansing Correctional ,39.250849,-94.893129,439,Kansas,Lansing ,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Larned Correctional,38.17699,-99.150645,440,Kansas,Larned,,No Sex,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Leavensworth Detention ,39.272331,-94.892181,441,Kansas,Leavenworth,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
USP Leavensworth,-21.159957,-47.865917,442,Kansas,Leavenworth,,,,,,,9999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Linn County Jail,38.14221,-94.81093,443,Kansas,Mound City,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
NCF,39.844201,-99.816517,444,Kansas,Norton,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Johnson Co. Jail,38.837428,-94.906818,445,Kansas,Olathe,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
OCF,45.407547,-122.705254,446,Kansas,Oswego,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Saline County Jail,38.8448,-97.61398,447,Kansas,Salina,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Hamilton County Sheriff,43.25011,-79.84963,450,Kansas,Syracuse,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Sedgewick County Jail,33.91248,-98.49529,452,Kansas,Wichita,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Wichita Work Release,37.682,-97.333418,453,Kansas,Wichita,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Winfield Correctional ,37.264559,-96.975901,454,Kansas,Winfield,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI Ashland,38.435254,-82.704756,455,Kentucky,Ashland,,,White Envelopes Only,Hand Letter Return Address,,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Lee Adjustment Center Correctional ,37.615574,-77.33902,456,Kentucky,Beattyville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
NTC,32.073699,35.096849,457,Kentucky,Burgin,Use: PO Box 479 and Zip Code 40310,,,,,use: po box 479 and zip code 40310,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Green River Correctional Complex,37.314884,-87.113018,458,Kentucky,Central City,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Kentucky State Prison,37.048579,-88.076098,459,Kentucky,Eddyville,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
WKCC,37.137055,-88.040526,460,Kentucky,Fredonia,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
USP Big Sandy,-21.159957,-47.865917,462,Kentucky,Inez,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Kentucky State Reformatory,37.696825,-84.924095,463,Kentucky,LaGrange,,,,,,,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Luther Luckett Correctional Complex,38.4124,-85.42542,464,Kentucky,LaGrange,Must Call to Verify Book Picks,,,,,must call to verify book picks,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Grayson County Detention Center,37.489499,-86.270065,465,Kentucky,Leitchfield,,,No magazines,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Federal Medical Center,38.09607,-84.56464,466,Kentucky,Lexington,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Federal Medical Center,38.09607,-84.56464,569,Minnesota,Rochester,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Federal Medical Center,44.024809,-92.435003,466,Kentucky,Lexington,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Federal Medical Center,44.024809,-92.435003,569,Minnesota,Rochester,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Calloway County Jail,36.625056,-88.272195,469,Kentucky,Murray,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
KCIW,38.310286,-85.489619,470,Kentucky,Pewee Valley,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
USP - McCreary,36.688456,-84.387193,471,Kentucky,Pine Knot,"Write: ""AUTHORIZED
 READING MATERIAL""
 on package.",,"White paper wrap only, no labels or stickers",,"Hand letter address and return address, blue or black ink only","write: ""authorized
 reading material""
 on package.",9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
DCDC,51.602415,-1.639731,473,Kentucky,Sparta,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
LSCC,38.133896,-83.080507,474,Kentucky,Sandy Hook,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SSCC,-25.275375,-57.5596,476,Kentucky,Wheelwright,,,,"No Free Books, Prisoners must purchase",,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
RCC,33.916958,-117.568809,478,Louisiana,Angie,,,,,,,9999,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
LA State Prison,9.255596,29.795189,479,Louisiana,Angola," Write: ""FREE BOOKS"" on package.",,No Sex,No Maps,," write: ""free books"" on package.",9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
South Louisiana Correctional Facility ,39.433258,-91.070236,480,Louisiana,Basile,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
East Baton Rouge Parish Prison,30.542141,-91.095604,481,Louisiana,Baton Rouge,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
LA Dept Correction,42.129289,-71.484233,482,Louisiana,Baton Rouge,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Caldwell Parish Jail,32.093251,-92.143254,484,Louisiana,Columbia,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
AVC,38.524096,-122.798061,485,Louisiana,Cottonport,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
St. Tammany Parish Jail,30.408462,-89.990962,486,Louisiana,Covington,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
River Correctional Center,37.566652,-78.474686,488,Louisiana,Ferriday,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Caldwell Correctional Center,37.566652,-78.474686,489,Louisiana,Grayson,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Jefferson Parish CC,29.915483,-90.067572,490,Louisiana,Gretna,,,No Sex,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
DWCC,12.961223,77.640375,491,Louisiana,Homer,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
DCI,30.813872,-91.207579,492,Louisiana,Jackson,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Jackson Parish Correctional Center,32.248495,-92.707656,493,Louisiana,Jonesboro,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Catahoula CC,31.771555,-91.821518,494,Louisiana,Harrisonburg,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Allen Correctional Center,37.566652,-78.474686,495,Louisiana,Kinder,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Lafayette Parish Correctional Center,30.24566,-92.01658,496,Louisiana,Lafayette,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Calcasiew Corr. Center,-33.756211,150.737685,497,Louisiana,Lake Charles,"Write 
""FREE BOOKS"" 
on package",,,No Sex,No Violence,"write 
""free books"" 
on package",9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Riverbend Detention Center,44.080762,-123.027595,498,Louisiana,Lake Providence,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Natchitoches Parish Detention Center,31.752942,-93.061274,499,Louisiana,Natchitoches,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Ouachita PCC,32.443382,-92.159758,501,Louisiana,Monroe,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Richwood Correctional Center,37.566652,-78.474686,502,Louisiana,Monroe,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
JB Evans Correctional ,34.652561,-79.716242,503,Louisiana,Newellton,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
LaSalle Corr. Inst.,42.693719,-73.684454,506,Louisiana,Olla,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Bossier Max Security,45.459378,-122.707987,508,Louisiana,Plain Dealing,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
PPDC,47.153537,-1.504684,509,Louisiana,Pointe a-la-Hache,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
USP Pollock,31.469033,-92.438498,510,Louisiana,Pollock,"Letter must include mail room approval form for max 5 book, max 3 pound package, include copy of form in pkg",,"No labels, hand letter return address","No manila envelopes, white only",No odor/fragrance on correspondance,"letter must include mail room approval form for max 5 book, max 3 pound package, include copy of form in pkg",5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Accept limited books,5
